par_id,accepted,name,value
51,FALSE,LLH from hospit. <5y,2074.808036314279
51,FALSE,LLH from hospit. >65y,2077.2501041487185
51,FALSE,LLH from attack rates,496.8369936728572
51,FALSE,complete likelihood,4648.895134135854
53,TRUE,LLH from hospit. <5y,1586.8260442902706
53,TRUE,LLH from hospit. >65y,804.1579409003575
53,TRUE,LLH from attack rates,272.5850514808099
53,TRUE,complete likelihood,2663.569036671438
55,TRUE,LLH from hospit. <5y,1299.932972709266
55,TRUE,LLH from hospit. >65y,883.3258751477258
55,TRUE,LLH from attack rates,243.43606971823903
55,TRUE,complete likelihood,2426.694917575231
57,TRUE,LLH from hospit. <5y,539.029633177998
57,TRUE,LLH from hospit. >65y,203.59106096002236
57,TRUE,LLH from attack rates,255.73213064698786
57,TRUE,complete likelihood,998.3528247850081
59,TRUE,LLH from hospit. <5y,331.1759817946302
59,TRUE,LLH from hospit. >65y,277.6473052131461
59,TRUE,LLH from attack rates,244.63472130664854
59,TRUE,complete likelihood,853.4580083144249
62,TRUE,LLH from hospit. <5y,287.2310361056913
62,TRUE,LLH from hospit. >65y,284.38438520504354
62,TRUE,LLH from attack rates,314.38307590894385
62,TRUE,complete likelihood,885.9984972196787
63,FALSE,LLH from hospit. <5y,2938.924249720362
63,FALSE,LLH from hospit. >65y,2038.547549957909
63,FALSE,LLH from attack rates,444.02403502303895
63,FALSE,complete likelihood,5421.49583470131
64,TRUE,LLH from hospit. <5y,497.0987317623104
64,TRUE,LLH from hospit. >65y,654.0355061457327
64,TRUE,LLH from attack rates,287.20980792597885
64,TRUE,complete likelihood,1438.344045834022
65,TRUE,LLH from hospit. <5y,466.6150934545167
65,TRUE,LLH from hospit. >65y,710.7798878923564
65,TRUE,LLH from attack rates,317.8454567283692
65,TRUE,complete likelihood,1495.2404380752423
67,TRUE,LLH from hospit. <5y,857.1724058507391
67,TRUE,LLH from hospit. >65y,1622.585593018067
67,TRUE,LLH from attack rates,337.6892074745026
67,TRUE,complete likelihood,2817.4472063433086
69,TRUE,LLH from hospit. <5y,1106.0614763356543
69,TRUE,LLH from hospit. >65y,1113.1151412218464
69,TRUE,LLH from attack rates,284.64433400024615
69,TRUE,complete likelihood,2503.820951557747
70,FALSE,LLH from hospit. <5y,2008.0372684111703
70,FALSE,LLH from hospit. >65y,1241.5350788701628
70,FALSE,LLH from attack rates,329.7804507862215
70,FALSE,complete likelihood,3579.352798067555
73,TRUE,LLH from hospit. <5y,938.3376261989482
73,TRUE,LLH from hospit. >65y,642.4383855170249
73,TRUE,LLH from attack rates,371.57358346614564
73,TRUE,complete likelihood,1952.349595182119
74,TRUE,LLH from hospit. <5y,757.1086104072168
74,TRUE,LLH from hospit. >65y,599.1208228587408
74,TRUE,LLH from attack rates,337.7040159434073
74,TRUE,complete likelihood,1693.9334492093649
75,FALSE,LLH from hospit. <5y,3237.6388802822757
75,FALSE,LLH from hospit. >65y,2164.157536893541
75,FALSE,LLH from attack rates,1323.0898175511682
75,FALSE,complete likelihood,6724.886234726985
76,TRUE,LLH from hospit. <5y,1019.580965621289
76,TRUE,LLH from hospit. >65y,929.4305523742602
76,TRUE,LLH from attack rates,364.9931380044005
76,TRUE,complete likelihood,2314.0046559999496
77,TRUE,LLH from hospit. <5y,827.5430551021756
77,TRUE,LLH from hospit. >65y,720.9933740695504
77,TRUE,LLH from attack rates,246.68566936699222
77,TRUE,complete likelihood,1795.2220985387182
78,TRUE,LLH from hospit. <5y,645.2785759168643
78,TRUE,LLH from hospit. >65y,637.6821218350541
78,TRUE,LLH from attack rates,271.98962962946956
78,TRUE,complete likelihood,1554.950327381388
79,TRUE,LLH from hospit. <5y,918.743025401982
79,TRUE,LLH from hospit. >65y,612.5142949156085
79,TRUE,LLH from attack rates,252.74277285236045
79,TRUE,complete likelihood,1784.000093169951
81,FALSE,LLH from hospit. <5y,2837.7210377316133
81,FALSE,LLH from hospit. >65y,2412.4769658767773
81,FALSE,LLH from attack rates,821.3368797830743
81,FALSE,complete likelihood,6071.534883391465
82,FALSE,LLH from hospit. <5y,1509.7973142739486
82,FALSE,LLH from hospit. >65y,1138.049608399307
82,FALSE,LLH from attack rates,352.2481708094891
82,FALSE,complete likelihood,3000.095093482745
84,TRUE,LLH from hospit. <5y,1871.9924258267176
84,TRUE,LLH from hospit. >65y,1129.9727130466276
84,TRUE,LLH from attack rates,244.00961038642487
84,TRUE,complete likelihood,3245.9747492597703
86,FALSE,LLH from hospit. <5y,4316.02349427854
86,FALSE,LLH from hospit. >65y,2328.905947388745
86,FALSE,LLH from attack rates,447.1997350214014
86,FALSE,complete likelihood,7092.129176688687
89,FALSE,LLH from hospit. <5y,927.342291831343
89,FALSE,LLH from hospit. >65y,1871.22746807599
89,FALSE,LLH from attack rates,506.20540186812775
89,FALSE,complete likelihood,3304.7751617754607
93,FALSE,LLH from hospit. <5y,2413.85622430093
93,FALSE,LLH from hospit. >65y,443.14664368954107
93,FALSE,LLH from attack rates,252.81583019349844
93,FALSE,complete likelihood,3109.81869818397
96,TRUE,LLH from hospit. <5y,681.0523208689427
96,TRUE,LLH from hospit. >65y,848.8315362641359
96,TRUE,LLH from attack rates,271.0112973459568
96,TRUE,complete likelihood,1800.8951544790355
97,FALSE,LLH from hospit. <5y,1392.3381953317396
97,FALSE,LLH from hospit. >65y,1969.6112768723392
97,FALSE,LLH from attack rates,530.5086351002387
97,FALSE,complete likelihood,3892.4581073043178
98,FALSE,LLH from hospit. <5y,1217.3131085492862
98,FALSE,LLH from hospit. >65y,628.1551326085475
98,FALSE,LLH from attack rates,332.9954631042502
98,FALSE,complete likelihood,2178.463704262084
100,FALSE,LLH from hospit. <5y,995.530605431916
100,FALSE,LLH from hospit. >65y,1575.3210051587805
100,FALSE,LLH from attack rates,401.1606680212241
100,FALSE,complete likelihood,2972.0122786119205
101,FALSE,LLH from hospit. <5y,3143.85152054116
101,FALSE,LLH from hospit. >65y,1427.3323841678407
101,FALSE,LLH from attack rates,1336.4810663634698
101,FALSE,complete likelihood,5907.6649710724705
102,FALSE,LLH from hospit. <5y,1676.439845568592
102,FALSE,LLH from hospit. >65y,291.47067053546647
102,FALSE,LLH from attack rates,281.2440203672933
102,FALSE,complete likelihood,2249.154536471352
104,TRUE,LLH from hospit. <5y,377.55595986919343
104,TRUE,LLH from hospit. >65y,232.05497329570713
104,TRUE,LLH from attack rates,238.11607430927828
104,TRUE,complete likelihood,847.7270074741788
106,TRUE,LLH from hospit. <5y,1597.482881053207
106,TRUE,LLH from hospit. >65y,1314.604986703245
106,TRUE,LLH from attack rates,337.0219155926954
106,TRUE,complete likelihood,3249.109783349147
110,TRUE,LLH from hospit. <5y,2353.7391004619403
110,TRUE,LLH from hospit. >65y,1511.377971437061
110,TRUE,LLH from attack rates,350.9662798603667
110,TRUE,complete likelihood,4216.083351759368
112,TRUE,LLH from hospit. <5y,994.6819607853848
112,TRUE,LLH from hospit. >65y,1424.6960751310176
112,TRUE,LLH from attack rates,344.0164404450716
112,TRUE,complete likelihood,2763.394476361474
116,TRUE,LLH from hospit. <5y,1264.2644630831933
116,TRUE,LLH from hospit. >65y,1554.6085087818035
116,TRUE,LLH from attack rates,319.55372606228633
116,TRUE,complete likelihood,3138.426697927283
117,FALSE,LLH from hospit. <5y,2018.416281030571
117,FALSE,LLH from hospit. >65y,1222.9266505151263
117,FALSE,LLH from attack rates,1050.7798577598762
117,FALSE,complete likelihood,4292.122789305574
119,FALSE,LLH from hospit. <5y,2828.011836550122
119,FALSE,LLH from hospit. >65y,2149.1633524233316
119,FALSE,LLH from attack rates,1490.6094723906747
119,FALSE,complete likelihood,6467.784661364128
120,FALSE,LLH from hospit. <5y,2684.6062987426303
120,FALSE,LLH from hospit. >65y,1687.2970296945855
120,FALSE,LLH from attack rates,662.324602656654
120,FALSE,complete likelihood,5034.22793109387
123,FALSE,LLH from hospit. <5y,2245.390086365562
123,FALSE,LLH from hospit. >65y,2052.7063527238624
123,FALSE,LLH from attack rates,510.6441756743418
123,FALSE,complete likelihood,4808.740614763766
124,TRUE,LLH from hospit. <5y,299.89510956482565
124,TRUE,LLH from hospit. >65y,475.33351593159944
124,TRUE,LLH from attack rates,230.5557805741228
124,TRUE,complete likelihood,1005.7844060705479
126,FALSE,LLH from hospit. <5y,1035.399516580634
126,FALSE,LLH from hospit. >65y,649.4811986481562
126,FALSE,LLH from attack rates,301.09094253302953
126,FALSE,complete likelihood,1985.97165776182
128,TRUE,LLH from hospit. <5y,2512.33838429467
128,TRUE,LLH from hospit. >65y,1187.429103814398
128,TRUE,LLH from attack rates,308.5427231631934
128,TRUE,complete likelihood,4008.3102112722613
129,TRUE,LLH from hospit. <5y,1379.3895104082235
129,TRUE,LLH from hospit. >65y,926.4589574289791
129,TRUE,LLH from attack rates,459.4056627479358
129,TRUE,complete likelihood,2765.2541305851382
130,TRUE,LLH from hospit. <5y,833.187379599498
130,TRUE,LLH from hospit. >65y,667.3745793126673
130,TRUE,LLH from attack rates,340.96026860026547
130,TRUE,complete likelihood,1841.5222275124306
131,FALSE,LLH from hospit. <5y,987.504960493221
131,FALSE,LLH from hospit. >65y,1529.9728985990112
131,FALSE,LLH from attack rates,384.19721114471093
131,FALSE,complete likelihood,2901.675070236943
136,FALSE,LLH from hospit. <5y,925.170774439274
136,FALSE,LLH from hospit. >65y,1844.468396208843
136,FALSE,LLH from attack rates,398.93571031162116
136,FALSE,complete likelihood,3168.5748809597385
143,TRUE,LLH from hospit. <5y,2580.370605118109
143,TRUE,LLH from hospit. >65y,584.1632281053527
143,TRUE,LLH from attack rates,248.08939249296515
143,TRUE,complete likelihood,3412.6232257164265
144,FALSE,LLH from hospit. <5y,2910.2530727107855
144,FALSE,LLH from hospit. >65y,1986.1374443194652
144,FALSE,LLH from attack rates,1105.9306715945866
144,FALSE,complete likelihood,6002.321188624837
145,TRUE,LLH from hospit. <5y,1999.1919370661112
145,TRUE,LLH from hospit. >65y,1368.7685921409638
145,TRUE,LLH from attack rates,353.0980823079384
145,TRUE,complete likelihood,3721.0586115150136
147,TRUE,LLH from hospit. <5y,546.9970554726045
147,TRUE,LLH from hospit. >65y,1014.5055001301524
147,TRUE,LLH from attack rates,334.9351425651059
147,TRUE,complete likelihood,1896.437698167863
151,FALSE,LLH from hospit. <5y,1237.062440732969
151,FALSE,LLH from hospit. >65y,2073.1230949150035
151,FALSE,LLH from attack rates,527.2464875458055
151,FALSE,complete likelihood,3837.432023193778
154,TRUE,LLH from hospit. <5y,809.3212586780022
154,TRUE,LLH from hospit. >65y,638.9164780064684
154,TRUE,LLH from attack rates,435.4980465823564
154,TRUE,complete likelihood,1883.7357832668272
155,TRUE,LLH from hospit. <5y,967.3448863824004
155,TRUE,LLH from hospit. >65y,717.7660956185464
155,TRUE,LLH from attack rates,284.2984929656844
155,TRUE,complete likelihood,1969.4094749666313
158,FALSE,LLH from hospit. <5y,1689.7617694735025
158,FALSE,LLH from hospit. >65y,388.9683878665532
158,FALSE,LLH from attack rates,282.70112924953406
158,FALSE,complete likelihood,2361.4312865895895
159,TRUE,LLH from hospit. <5y,427.7132896425892
159,TRUE,LLH from hospit. >65y,1293.1060473403747
159,TRUE,LLH from attack rates,341.34519841451925
159,TRUE,complete likelihood,2062.164535397483
162,FALSE,LLH from hospit. <5y,2687.410240892412
162,FALSE,LLH from hospit. >65y,1450.7115458273029
162,FALSE,LLH from attack rates,478.6441860927981
162,FALSE,complete likelihood,4616.765972812513
163,FALSE,LLH from hospit. <5y,2685.7328915828903
163,FALSE,LLH from hospit. >65y,1388.6418580292984
163,FALSE,LLH from attack rates,327.24319707967004
163,FALSE,complete likelihood,4401.617946691858
165,FALSE,LLH from hospit. <5y,2383.797647937287
165,FALSE,LLH from hospit. >65y,1966.506484049562
165,FALSE,LLH from attack rates,466.1701172125393
165,FALSE,complete likelihood,4816.474249199388
168,FALSE,LLH from hospit. <5y,1652.0067535822873
168,FALSE,LLH from hospit. >65y,1698.5953430516809
168,FALSE,LLH from attack rates,530.072285449504
168,FALSE,complete likelihood,3880.674382083472
170,TRUE,LLH from hospit. <5y,1060.0287330972906
170,TRUE,LLH from hospit. >65y,1050.3159588605554
170,TRUE,LLH from attack rates,296.459192085479
170,TRUE,complete likelihood,2406.803884043325
177,TRUE,LLH from hospit. <5y,733.8685413429764
177,TRUE,LLH from hospit. >65y,858.3088004513866
177,TRUE,LLH from attack rates,344.789849441439
177,TRUE,complete likelihood,1936.967191235802
180,FALSE,LLH from hospit. <5y,1870.4643933746993
180,FALSE,LLH from hospit. >65y,1458.858948435835
180,FALSE,LLH from attack rates,402.2744526097752
180,FALSE,complete likelihood,3731.5977944203096
183,TRUE,LLH from hospit. <5y,2180.318688851511
183,TRUE,LLH from hospit. >65y,550.6302412468855
183,TRUE,LLH from attack rates,231.6092238009263
183,TRUE,complete likelihood,2962.558153899323
184,TRUE,LLH from hospit. <5y,1132.3224051756758
184,TRUE,LLH from hospit. >65y,1049.7689140359096
184,TRUE,LLH from attack rates,324.49796159394907
184,TRUE,complete likelihood,2506.5892808055346
186,FALSE,LLH from hospit. <5y,1166.05014663523
186,FALSE,LLH from hospit. >65y,343.0521788864758
186,FALSE,LLH from attack rates,273.8727023901385
186,FALSE,complete likelihood,1782.9750279118443
187,FALSE,LLH from hospit. <5y,627.3018175178498
187,FALSE,LLH from hospit. >65y,1331.434693727659
187,FALSE,LLH from attack rates,381.39310214359347
187,FALSE,complete likelihood,2340.129613389102
188,TRUE,LLH from hospit. <5y,894.1034040612363
188,TRUE,LLH from hospit. >65y,835.7712052378876
188,TRUE,LLH from attack rates,269.1759085619195
188,TRUE,complete likelihood,1999.0505178610433
191,TRUE,LLH from hospit. <5y,282.4316693944379
191,TRUE,LLH from hospit. >65y,813.1416091247775
191,TRUE,LLH from attack rates,284.56927669019586
191,TRUE,complete likelihood,1380.1425552094113
192,FALSE,LLH from hospit. <5y,892.9934411853496
192,FALSE,LLH from hospit. >65y,1862.5229597310845
192,FALSE,LLH from attack rates,424.65090726831204
192,FALSE,complete likelihood,3180.167308184746
193,FALSE,LLH from hospit. <5y,1752.9019121619192
193,FALSE,LLH from hospit. >65y,1336.4143384922784
193,FALSE,LLH from attack rates,616.987046548768
193,FALSE,complete likelihood,3706.3032972029655
194,TRUE,LLH from hospit. <5y,900.4175927339286
194,TRUE,LLH from hospit. >65y,1242.652823839
194,TRUE,LLH from attack rates,337.9777651420473
194,TRUE,complete likelihood,2481.0481817149757
195,TRUE,LLH from hospit. <5y,2079.4939398455676
195,TRUE,LLH from hospit. >65y,461.6110995712765
195,TRUE,LLH from attack rates,265.0261934900512
195,TRUE,complete likelihood,2806.1312329068955
196,TRUE,LLH from hospit. <5y,452.3507677933323
196,TRUE,LLH from hospit. >65y,1052.097115657216
196,TRUE,LLH from attack rates,343.15347349256746
196,TRUE,complete likelihood,1847.6013569431157
198,FALSE,LLH from hospit. <5y,5015.122867927346
198,FALSE,LLH from hospit. >65y,2190.141143443843
198,FALSE,LLH from attack rates,729.9280506477666
198,FALSE,complete likelihood,7935.192062018956
199,TRUE,LLH from hospit. <5y,585.4734968596063
199,TRUE,LLH from hospit. >65y,757.3825436080439
199,TRUE,LLH from attack rates,287.3822646269238
199,TRUE,complete likelihood,1630.238305094574
200,FALSE,LLH from hospit. <5y,779.4375461643289
200,FALSE,LLH from hospit. >65y,485.8370074188768
200,FALSE,LLH from attack rates,201.43440717100958
200,FALSE,complete likelihood,1466.7089607542152
201,FALSE,LLH from hospit. <5y,1020.1888771243232
201,FALSE,LLH from hospit. >65y,784.0596582518282
201,FALSE,LLH from attack rates,249.9471839371676
201,FALSE,complete likelihood,2054.195719313319
203,FALSE,LLH from hospit. <5y,3944.137557719559
203,FALSE,LLH from hospit. >65y,3123.2296682531405
203,FALSE,LLH from attack rates,810.590269600906
203,FALSE,complete likelihood,7877.957495573605
205,FALSE,LLH from hospit. <5y,2080.670899154996
205,FALSE,LLH from hospit. >65y,2533.674692625229
205,FALSE,LLH from attack rates,1373.864834287155
205,FALSE,complete likelihood,5988.21042606738
206,TRUE,LLH from hospit. <5y,798.0269607754559
206,TRUE,LLH from hospit. >65y,577.1924781917419
206,TRUE,LLH from attack rates,237.65418399547485
206,TRUE,complete likelihood,1612.8736229626725
207,FALSE,LLH from hospit. <5y,3316.3027491512307
207,FALSE,LLH from hospit. >65y,2377.3871039951073
207,FALSE,LLH from attack rates,530.9239652505767
207,FALSE,complete likelihood,6224.613818396914
208,TRUE,LLH from hospit. <5y,2017.7369188013336
208,TRUE,LLH from hospit. >65y,1186.544391926145
208,TRUE,LLH from attack rates,321.61827716308574
208,TRUE,complete likelihood,3525.8995878905644
210,TRUE,LLH from hospit. <5y,286.04750879058264
210,TRUE,LLH from hospit. >65y,262.8682508370084
210,TRUE,LLH from attack rates,242.86943395014566
210,TRUE,complete likelihood,791.7851935777368
211,FALSE,LLH from hospit. <5y,850.8566459531155
211,FALSE,LLH from hospit. >65y,307.9110060726936
211,FALSE,LLH from attack rates,311.5106533301928
211,FALSE,complete likelihood,1470.278305356002
213,TRUE,LLH from hospit. <5y,732.7533144319021
213,TRUE,LLH from hospit. >65y,623.502937338102
213,TRUE,LLH from attack rates,396.06178896344363
213,TRUE,complete likelihood,1752.3180407334478
214,FALSE,LLH from hospit. <5y,2145.0287319615236
214,FALSE,LLH from hospit. >65y,2117.624015537541
214,FALSE,LLH from attack rates,543.1843783383156
214,FALSE,complete likelihood,4805.83712583738
216,TRUE,LLH from hospit. <5y,882.8498998508508
216,TRUE,LLH from hospit. >65y,679.1176431732245
216,TRUE,LLH from attack rates,274.31753911612975
216,TRUE,complete likelihood,1836.2850821402048
217,FALSE,LLH from hospit. <5y,383.82543379425186
217,FALSE,LLH from hospit. >65y,324.0384405448194
217,FALSE,LLH from attack rates,288.640682367776
217,FALSE,complete likelihood,996.5045567068473
219,FALSE,LLH from hospit. <5y,2907.3452458269617
219,FALSE,LLH from hospit. >65y,1401.274677147412
219,FALSE,LLH from attack rates,1292.5300475390702
219,FALSE,complete likelihood,5601.149970513444
220,TRUE,LLH from hospit. <5y,1002.109136888645
220,TRUE,LLH from hospit. >65y,551.9598001019478
220,TRUE,LLH from attack rates,276.26796454413216
220,TRUE,complete likelihood,1830.336901534725
221,TRUE,LLH from hospit. <5y,625.6196525844075
221,TRUE,LLH from hospit. >65y,760.6197776169868
221,TRUE,LLH from attack rates,216.15744224667228
221,TRUE,complete likelihood,1602.3968724480665
222,FALSE,LLH from hospit. <5y,1542.766554112759
222,FALSE,LLH from hospit. >65y,1439.111498319223
222,FALSE,LLH from attack rates,381.254880151433
222,FALSE,complete likelihood,3363.132932583415
225,TRUE,LLH from hospit. <5y,1077.2668287799124
225,TRUE,LLH from hospit. >65y,1386.8032977749997
225,TRUE,LLH from attack rates,299.47169485219393
225,TRUE,complete likelihood,2763.5418214071065
226,TRUE,LLH from hospit. <5y,659.0113251905981
226,TRUE,LLH from hospit. >65y,1056.9233880628783
226,TRUE,LLH from attack rates,357.44366340443406
226,TRUE,complete likelihood,2073.3783766579104
230,FALSE,LLH from hospit. <5y,2789.9962879707437
230,FALSE,LLH from hospit. >65y,2630.876343909432
230,FALSE,LLH from attack rates,1007.3330667506472
230,FALSE,complete likelihood,6428.205698630823
234,FALSE,LLH from hospit. <5y,3946.5998827673898
234,FALSE,LLH from hospit. >65y,2488.6260374055223
234,FALSE,LLH from attack rates,400.4661175793732
234,FALSE,complete likelihood,6835.692037752286
236,TRUE,LLH from hospit. <5y,1114.1261063210866
236,TRUE,LLH from hospit. >65y,1227.1719790089392
236,TRUE,LLH from attack rates,318.1611722630338
236,TRUE,complete likelihood,2659.4592575930596
237,FALSE,LLH from hospit. <5y,1252.713266790682
237,FALSE,LLH from hospit. >65y,854.1120714118865
237,FALSE,LLH from attack rates,447.71075945387366
237,FALSE,complete likelihood,2554.5360976564425
239,FALSE,LLH from hospit. <5y,1169.8259843152869
239,FALSE,LLH from hospit. >65y,870.6497917466769
239,FALSE,LLH from attack rates,468.0674942837382
239,FALSE,complete likelihood,2508.543270345702
240,TRUE,LLH from hospit. <5y,742.3819164029813
240,TRUE,LLH from hospit. >65y,596.626318979948
240,TRUE,LLH from attack rates,389.9270086454988
240,TRUE,complete likelihood,1728.935244028428
242,TRUE,LLH from hospit. <5y,1401.0781217995311
242,TRUE,LLH from hospit. >65y,1152.547429418529
242,TRUE,LLH from attack rates,259.88552460830243
242,TRUE,complete likelihood,2813.5110758263627
245,TRUE,LLH from hospit. <5y,411.2142538524963
245,TRUE,LLH from hospit. >65y,532.6252803834755
245,TRUE,LLH from attack rates,260.32914046498087
245,TRUE,complete likelihood,1204.1686747009526
246,FALSE,LLH from hospit. <5y,2232.7281046812136
246,FALSE,LLH from hospit. >65y,2324.765584882056
246,FALSE,LLH from attack rates,609.3257550859531
246,FALSE,complete likelihood,5166.8194446492225
247,TRUE,LLH from hospit. <5y,1502.0713390940218
247,TRUE,LLH from hospit. >65y,795.2438350843732
247,TRUE,LLH from attack rates,286.10511886230927
247,TRUE,complete likelihood,2583.420293040704
248,FALSE,LLH from hospit. <5y,1016.8719484614616
248,FALSE,LLH from hospit. >65y,858.9692121783579
248,FALSE,LLH from attack rates,276.4251921961776
248,FALSE,complete likelihood,2152.266352835997
251,TRUE,LLH from hospit. <5y,935.04028071809
251,TRUE,LLH from hospit. >65y,1215.7140004525525
251,TRUE,LLH from attack rates,322.6519961050825
251,TRUE,complete likelihood,2473.406277275725
259,FALSE,LLH from hospit. <5y,1281.6595917781524
259,FALSE,LLH from hospit. >65y,1791.2730595158532
259,FALSE,LLH from attack rates,404.42791315478223
259,FALSE,complete likelihood,3477.360564448788
260,FALSE,LLH from hospit. <5y,1096.8302831959263
260,FALSE,LLH from hospit. >65y,1289.6699522448484
260,FALSE,LLH from attack rates,241.71177553502878
260,FALSE,complete likelihood,2628.2120109758034
262,FALSE,LLH from hospit. <5y,3948.951285949376
262,FALSE,LLH from hospit. >65y,3198.968741499155
262,FALSE,LLH from attack rates,924.990341199225
262,FALSE,complete likelihood,8072.910368647756
264,FALSE,LLH from hospit. <5y,1635.2983634605323
264,FALSE,LLH from hospit. >65y,335.3111158530872
264,FALSE,LLH from attack rates,260.99271168025103
264,FALSE,complete likelihood,2231.6021909938704
266,TRUE,LLH from hospit. <5y,629.3139342963948
266,TRUE,LLH from hospit. >65y,583.0540435464231
266,TRUE,LLH from attack rates,221.40368518262105
266,TRUE,complete likelihood,1433.771663025439
268,TRUE,LLH from hospit. <5y,1499.3789013936994
268,TRUE,LLH from hospit. >65y,942.2538177921732
268,TRUE,LLH from attack rates,348.6079786534701
268,TRUE,complete likelihood,2790.240697839343
269,TRUE,LLH from hospit. <5y,473.8440627941103
269,TRUE,LLH from hospit. >65y,683.3788537432093
269,TRUE,LLH from attack rates,260.1627936600123
269,TRUE,complete likelihood,1417.385710197332
270,TRUE,LLH from hospit. <5y,527.8659557085305
270,TRUE,LLH from hospit. >65y,818.5558552662518
270,TRUE,LLH from attack rates,275.5298669453408
270,TRUE,complete likelihood,1621.951677920123
273,TRUE,LLH from hospit. <5y,383.25924045632206
273,TRUE,LLH from hospit. >65y,699.7253778383864
273,TRUE,LLH from attack rates,327.4791470913495
273,TRUE,complete likelihood,1410.463765386058
275,TRUE,LLH from hospit. <5y,440.32461087170503
275,TRUE,LLH from hospit. >65y,853.2632860537892
275,TRUE,LLH from attack rates,320.9515170010111
275,TRUE,complete likelihood,1614.5394139265054
276,FALSE,LLH from hospit. <5y,5055.136277434457
276,FALSE,LLH from hospit. >65y,3054.4979576997116
276,FALSE,LLH from attack rates,870.8801227961417
276,FALSE,complete likelihood,8980.51435793031
281,FALSE,LLH from hospit. <5y,4190.854254399302
